,id,prompt,quarter,course,age,gender,l1 language,other l1 language(s),language(s) used at home,language(s) studied,listening comprehension,reading comprehension,speaking ability,writing ability,study abroad,essay,a personal annotator1,a personal annotator2,gender-number annotator1,gender-number annotator2,updated anntoation ann1,updated annotation ann2,verbs annotation ann1,verbs annotation ann2,corrected1,corrected2
0,153178,special,F18,,,,,,,,,,,,,"Alguien importante en mi vida es mi madre. Se llama *FIRST_NAME* y es la persona más humilde y fuerte que conozco. Mi madre es de Guatemala y nació en la ciudad *CITY*. Ella es muy importante porque nos crió a mi y mis hermanos sola. Personas le comentaban que era muy joven para ser madre y que abortara. Pero, ella decido ser madre y salir adelante aunque mi padre nos abandonó. Mi mamá trabajo y se esforzó para dar nos la mejor vida possible y nos aguantó nuestros verinches. Me dio de comer, un techo, consejos y amor. Cuando estaba enferma me cocinaba sopa y se quedaba desvelando a mi lado hasta que me sentía mejor. Cuando lloro me da su hombro y me limpia mis lagrimas. Sin mi mamá no viera sido la persona que soy. Ella creyó en mi y me apoyó en todo lo que yo quería hacer y aunque haveces nos peleamos siempre va ser mi ídolo y la persona más importante en mi vida. Su apoyo me ayudó lograr todo lo que eh logrado. Sin mi madre yo no viera existido y todo lo que tengo es gracias a ella. Ella se vino a los Estados Unidos a los dieciocho años y tuvo que cursar por la frontera.  Mi mamá nos dio la oportunidad de tener una vida mejor en *STATE*. Le doy gracias a Dios por bendecirme con una madre que es tan amorosa y se dedicada a sus hijos. Por esas razones mi mamá es la más importante persona en mi vida. Yo puedo seguir anotando más razones por las que yo adoro a mi madre pero nunca terminaría. En pocas palabras le debo mi vida a mi mamá. ",,,,,,,,,,
1,199659,special,F18,SPA 3,18,Female,English,,,French (1 year),2,3,1,3,No,"     Una de las personas mas important en mi vida es mi hermano menor, *FIRST_NAME*. *FIRST_NAME* tiene *AGE* años y es en la escuela primaria. Nosotros no somos muy similares. El tiene pelo rubio, pero yo tengo pelo oscuro y ojos cafes. *FIRST_NAME* es dramático y cómico- el es muy popular con las niñas y tiene un personalidad grande. A mi, soy optimista pero mas tímida. 

     *FIRST_NAME* es un fan de los videojuegos como Roblox y Minecraft, y el sabes mas sobre la computadora que mi. Yo pienso que en el futuro, una carrera en la tecnología es una buena idea para el. Pero ahorita, el quiere ser un Youtuber o una celebridad. 

     *FIRST_NAME* naci en *STATE* cuando yo tengo ocho años. En mi juventud, estuve celosa frecuentemente porque yo pensaba que el recibía mas atención. Ahora, yo veo que nosotros tenemos una cuantidad igual de atención y amor. Pero nosotros luchamos todavía. 

     Sin embargo, el es muy esencial en mi vida. Yo se ayudo con su tarea y sus obstáculos en vida porque es la responsabilidad de una hermana mejor. Nosotros apoyamos la familia y evitamos conflictos muy extremos. Cuando una otra persona pelea con *FIRST_NAME*, yo proporciono protección y palabras de consejo. 

     En este momento, *FIRST_NAME* es en *STATE* y soy en la costa oeste. Espero que mi familia vaya a la *STATE* para una vacación de la escuela en la primavera. Voy a mi casa para el Navidad, y estoy muy emocionada. Yo se que el estas, también.",,,,,,,,,,
2,169233,special,F18,SPA 1,19,Female,Mandarin,,Mandarin ,English 13 yrs,,,,,,"La persona especial en mi vida es mi mamá y se llama *FIRST_NAME*. Su compleaños es el vientiocho de octubre. Ella es ingeniera taiwanés cortés. Tiene *AGE* años. Ella tiene dos hijas. Ella no es alta y ella es un poco gorda. Tiene el pelo liso, largo, y negro. Tiene los ojos márron oscuro. Ella no es joven, pero es muy guapa. Ella es soy trabajadora. Ella es simpática y generosa. Ella es soy inteligente. Ella es peresoza. Ella no es fuerte y activa. A ella no le gusta ejercer. A ella le gusta leer en el fin de semanas. Ella el color favorito es azul. Ella el animal favorito es los osos. Ella teme los serpientes. A ella no le gusta cocinar ni bailar. A ella le gusta tocar el piano. A ella le gusta ir los concertos. A ella le gusta viajar. Mi la persona favorita es mi mamá!",,,,,,,,,,
3,171468,special,F18,SPA 2,19,Female,English,,,,1,1,1,2,No,"Mi favorita persona es mi abuela. Ella es la madre de mi papa. Ella es mejor que mis otros miembros de la familia. Mi abuela es vieja pero joven de corazón. Mi abuela es mi favorita persona porque es muy simpática. No hay nadie más en mi familia como mi abuela. Ella es muy comprensiva y saca lo mejor do todos. Ella se preocupa, especialmente por su familia. Elle mantiene su casa muy limpia y organizada. Por eso es buena en lo que hace. Ella es una buena cocinera. Mi favorita familia cena es Thanksgiving porque mi abuela cocina todo. Pero mi comida favorita es las papas. Mi abuela es de *STATE*, vivió en *STATE* por mayor parte de su vida y ahora vive en *STATE*. Ella vive con mi abuelo y mi tia. Tienen tres perros también. Nosotros hablamos por teléfono al final de mes y para ocasiones especiales. Nos gusta jugar a las cartas juntos. Es una de nuestras aficiones favoritas. Mi abuela también le gusta el jardín cuando el clima es bueno. Cuando hace mal tiempo, se queda dentro y mira películas. Mi abuela es una persona especial en mi vida porque siempre está para mí. Cuando mi abuela es sorprende ella dice, ""oh my stars."" Eso es algo que me recuerda a ella. Ahora tenemos a nueva dicho de ""I love you to the moon and back."" Tenemos joyas con las palabras en ellas. Es mi collar favorito porque me recuerda a mi abuela.

 ",,,,,,,,,,
4,205437,special,F18,SPA 1,18,Male,Mandarin,,I speak only Chinese at home,English. 12 years.,,,,,,"Yo tengo una grande familia. Hay Mi madre y Mi padre y Mi dos hermanas y Mi en Mi familia. Mi madre y Mi padre están ocupados en su compañía porque ellos tienen mucho trabajos. Soy estudio mucho y Mi hermana grandes estudio mucho también. Porque esta razón, tengo no la hora con Mi madre y Mi padre. Pero Mi hermana pequeña nacer en *BIRTH_DATE*. Ahora, Mi hermana tiene *AGE* anos. Mi hermana es guapa y precioso. Todos les gusta Mi hermana. Me gusta Mi hermana mucho. Yo diviértete con Mi hermana. Yo leo con Mi hermana. Yo enseño Mi hermana hablar. Mi madre y Mi padre no tienen mucho trabajos porque ellos encargan de Mi hermana. Mi familia tiene el tema para la vida diaria. Yo soy contento porque Mi familia es mucho pacifico. Mi hermana trae la suerte esta family. Mi familia beca mejor. Por lo tanto Mi hermana es la especial personal. ",,,,,,,,,,
5,174921,special,F18,SPA 31,19,Female,Spanish,n/a,Spanish,n/a,4,3,3,3,No,"Durante mi vida, he tenido muchos amigos y familiares que han impactado mi vida en una manera positiva. Sin embargo, alguien muy especial en mi vida es mi padre. Desde que yo fui chica, el me ha motivado mucho a ponerle mucho empeño a mi estudio y también con cada deporte que me interese practicar. A el siempre le gustaba compartir conmigo y con mis hermanos que él sufrió durante su niñez y adolescencia porque tuvo que empezar a trabajar desde muy chico, así que él nos dice que él no quiere que tengamos que pasar por los mismo que el. Desde chica, me ha gustado la escuela y cuando notó esto mi papá, empezó a mencionar mucho que yo iba sobresalir si decidiera irme al colegio. Por esta razón, me motive mucho a escoger seguir una carrera que me interesaba mucho, y cuando fui adolescente, le dije a mi papá que yo quería ser dentista pediatra. Al decirle esto, le dio mucho gusto y felicidad darse cuenta que yo quería seguir con mis estudios para poder lograr la carrera de mis sueños. De ahí en adelante, mi papá siempre me decía y me recordaba que él iba hacerse responsable por pagar la matrícula del colegio. Por todo esto, agradezco mucho a mi papa. Yo veo que el se preocupa mucho por nuestros futuros y quiere lo mejor para nosotros y él es muy especial por ser muy involucrado en mi vida. Yo he podido sobresalir en todo porque tengo su apoyo y sin él, no podría estar en el lugar en donde estoy yo en este día.",,,,,,,,,,
6,204503,special,F18,SPA 1,20,Female,Mandarin,,Mandarin，Cantonese,I study English for ten years,,,,,,"Él es chico.  Él llama *FIRST_NAME*. Él es Chino. Él tiene *AGE* años. Él tiene el pelo moreno y largo. Él tiene los ojos negros y pequeños. Él es no bajo y alto. Él es no delgado y gordo. Nosotros somos amigos diez años. A Él le gusta la música, le gusta comer y domir. Él es comico y simaptico, pero es tonto. A Mi Amigo y yo nos gusta hablar por teléfono. Nos gusta ver películas. Él tiene tres hermanas, dos hermanas mayor, uno hermanas menor. A Él le encanta ellas. ",,,,,,,,,,
7,174048,special,F18,SPA 31,19,Female,Spanish,,I speak Spanish other than English. ,,3,3,2,3,No,"La persona especial en mi vida se llama *FIRST_NAME* *LAST_NAME*. Ella es mi hermana mayor y es más que una hermana. *FIRST_NAME* ha sido mi mama, hermana y mi amiga. Ella me cuidaba desde que era pequeña porque mi mama se iba a trabajar temprano y salía muy tarde. Aunque, a ella le odiaba cuidarme ella de todos modos jugaba conmigo y me hacia sentir muy feliz de tener con quien jugar y platicar. *FIRST_NAME* hacia juegos que yo nunca había mirado o escuchado pero los hacia para que no me sentía sola y me divirtiera. Mi hermana, además de jugar conmigo, también me hacía de comer, y limpiaba la casa. Ella tenia que hacer mas de lo que era necesario o de lo que tenia que hacer.  Por eso mi hermana siempre va ser la persona mas especial en mi vida. Ella hacía mucho para mí y todavía hace mucho para mí aunque no lo tenga que hacer. En la preparatoria, mi hermana pago por mi primer celular y también mi vestido para prom. Luego, antes de comenzar la universidad mi hermana ayudo pagar mi celular nuevo. Tenía el presentimiento que ella no querría pagarlo pero lo hizo porque me quiere mucho. Cuando comencé estudiar en *UNIVERSITY*, mi hermana era la que me mandaba dinero para gastar o pagar mis libros. Mis padres también me daban pero *FIRST_NAME*  me daba mucho más. Yo le decía que no me mandara dinero pero nunca me hacia caso. *FIRST_NAME* me sigue apoyando en todo lo que hago y cuando no esta de acuerdo con mis decisiones me da consejos. Yo he aprendido mucho de ella y jamás voy a querer una persona igual como la quiero a ella.",,,,,"La persona especial en mi vida se llama *FIRST_NAME* *LAST_NAME*. Ella es mi hermana mayor y es más que una hermana. *FIRST_NAME* ha sido mi mama, hermana y mi amiga. Ella me cuidaba desde que era pequeña porque mi mama se iba a trabajar temprano y salía muy tarde. Aunque, a ella le odiaba cuidarme ella de todos modos jugaba conmigo y me hacia sentir muy feliz de tener con quien jugar y platicar. *FIRST_NAME* hacia juegos que yo nunca había mirado o escuchado pero los hacia para que no me [sentía]{sintiera}<fs:st:r:mo> sola y me divirtiera. Mi hermana, además de jugar conmigo, también me hacía de comer, y limpiaba la casa. Ella tenia que hacer mas de lo que era necesario o de lo que tenia que hacer.  Por eso mi hermana siempre va ser la persona mas especial en mi vida. Ella hacía mucho [para]{por}<conf:prep:popa> mí y todavía hace mucho [para]{por}<conf:prep:popa> mí aunque no lo tenga que hacer. En la preparatoria, mi hermana pago por mi primer celular y también mi vestido para []{el}<ab:det:art:def> prom. Luego, antes de comenzar la universidad mi hermana ayudo pagar mi celular nuevo. Tenía el presentimiento que ella no querría pagarlo pero lo hizo porque me quiere mucho. Cuando comencé estudiar en *UNIVERSITY*, mi hermana era la que me mandaba dinero para gastar o pagar mis libros. Mis padres también me daban pero *FIRST_NAME*  me daba mucho más. Yo le decía que no me mandara dinero pero nunca me hacia caso. *FIRST_NAME* me sigue apoyando en todo lo que hago y cuando no esta de acuerdo con mis decisiones me da consejos. [Yo]{}<pr:su:pron> he aprendido mucho de ella y jamás voy a querer una persona igual como la quiero a ella.","﻿La persona especial en mi vida se llama *FIRST_NAME* *LAST_NAME*. [Ella]{}<pr:su:pron> es mi hermana mayor y es más que una hermana. *FIRST_NAME* ha sido mi mama, hermana y mi amiga. [Ella]{}<pr:su:pron> me cuidaba desde que era pequeña porque mi mama se iba a trabajar temprano y salía muy tarde. Aunque, a ella le odiaba cuidarme [ella]{}<pr:su:pron> de todos modos jugaba conmigo y me hacia sentir muy feliz de tener con quien jugar y platicar. *FIRST_NAME* hacia juegos que yo nunca había mirado o escuchado pero los hacia para que no me [sentía]{sintiera}<fs:st:mo> sola y me divirtiera. Mi hermana, además de jugar conmigo, también me hacía de comer, y limpiaba la casa. [Ella]{}<pr:su:pron> tenia que hacer mas de lo que era necesario o de lo que tenia que hacer.  Por eso mi hermana siempre va ser la persona mas especial en mi vida. [Ella]{}<pr:su:pron> hacía mucho para mí y todavía hace mucho para mí aunque no lo tenga que hacer. En la preparatoria, mi hermana pago por mi primer celular y también mi vestido para prom. Luego, antes de comenzar la universidad mi hermana ayudo pagar mi celular nuevo. Tenía el presentimiento que ella no querría pagarlo pero lo hizo porque me quiere mucho. Cuando comencé estudiar en *UNIVERSITY*, mi hermana era la que me mandaba dinero para gastar o pagar mis libros. Mis padres también me daban pero *FIRST_NAME*  me daba mucho más. Yo le decía que no me mandara dinero pero nunca me hacia caso. *FIRST_NAME* me sigue apoyando en todo lo que hago y cuando no esta de acuerdo con mis decisiones me da consejos. [Yo]{}<pr:su:pron> he aprendido mucho de ella y jamás voy a querer una persona igual como la quiero a ella.",,,"La persona especial en mi vida se llama *FIRST_NAME* *LAST_NAME*. Ella es mi hermana mayor y es más que una hermana. *FIRST_NAME* ha sido mi mamá, hermana y mi amiga. Ella me cuidaba cuando era pequeña porque mi mamá se iba a trabajar temprano y salía muy tarde. Aunque a ella le odiaba cuidarme, ella, de todos modos, jugaba conmigo y me hacía sentir muy feliz de tener con quien jugar y platicar. *FIRST_NAME* hacía juegos que yo nunca había visto o escuchado, pero los hacía para que no me sintiera sola y me divirtiera. Mi hermana, además de jugar conmigo, también me hacía la comida y limpiaba la casa. Ella hacía más de lo que era necesario o de lo que tenía que hacer. Por eso mi hermana siempre va a ser la persona más especial en mi vida. Ella hacía mucho por mí y todavía hace mucho por mí, aunque no lo tenga que hacer. En la preparatoria, mi hermana pagó por mi primer celular y también mi vestido para el baile de graduación. Luego, antes de comenzar la universidad, mi hermana ayudó a pagar mi celular nuevo. Tenía el presentimiento de que ella no querría pagarlo, pero lo hizo porque me quiere mucho. Cuando comencé a estudiar en *UNIVERSITY*, mi hermana era la que me mandaba dinero para gastar o pagar mis libros. Mis padres también me daban, pero *FIRST_NAME* me daba mucho más. Yo le decía que no me mandara dinero, pero nunca me hacía caso. *FIRST_NAME* me sigue apoyando en todo lo que hago y cuando no está de acuerdo con mis decisiones me da consejos. He aprendido mucho de ella y jamás voy a querer a una persona como la quiero a ella.",
8,205966,special,F18,SPA 31,18,Female,Spanish,,Spanish,,5,5,4,5,No,"Una persona que yo considero alguien muy especial en mi vida seria mi mejor amigo, *FIRST_NAME*. Como empezaron la mayoría de mis amistades, nos conocimos por medio de tener el mismo interés o tal vez obsesión en el futbol mexicano. Nuestra relación ha crecido fuerte con los años y ahora enfrenta la distancia con éxito.

El principio de nuestra historia fue el segundo año de la secundaria. Me lastime la rodilla en el futbol resultando en una cirugía y unas muletas por unas semanas. Es así como *FIRST_NAME* tuvo interés en una amistad con migo porque al preguntarme como me lastime se abrió una conversación infinita de opiniones sobre el deporte. Nuestras conversaciones crecieron a ser mas intimas y con cada vez que nos reuníamos en la clase de español o en eventos escolares creció una confianza fuerte entre nosotros. Es decir, no ocultábamos ningún secreto entre nosotros y siempre estábamos listos para escuchar los problemas o frustraciones del otro. Para nosotros nunca nos faltaba un hombro para llorar o un abogado para defendernos en un debate. Sin embargo, nuestra amistad nos ha ayudado perseverar por los años difíciles de la adolescencia.

Hoy en día, hemos seguido diferentes rumbos para el futuro, pero nos seguimos apoyando el uno al otro. Yo escogí una educación en la universidad de *UNIVERSITY* con interés en el español y psicología, mientras *FIRST_NAME* eligió un camino para obtener un lugar como soldado en la Marina de Estados Unidos. Ultimamente, las cartas largas que nos mandamos son suficiente para asegurarnos que somos amigos por vida y nunca tenemos que enfrentar el mundo a solas.",,,,,,,,,,
9,188152,special,F18,SPA 24,18,Male,English,,,,4,3,3,2,Yes,"Siempre admirar a mis amigos. Amigos es una termino general pero son importante a mi. Soy muy joven y en mi vida tendrian amigos de otras lados y fondos. Me dan consejos valioso y guian durante tiempos dificiles. Cuando no pueden preguntaran a mis padres, siempre pude contar con mis amigos. 

Durante tiempos diferentes en mi vida, tendra diferentes amigos. En secondaria, tuve un tiempo cuando yo surfea mucho. Anda en coche con mis amigos mayores a la playa para buscar olas secreto y nueva. Ellos me dan conocimiento de lugares que sino no pude encontrar. Tambien cuando no tuve una lisciencia para manejar, mis amigos me ayudan con paseos. Mis padres nuncan me dan vueltas entonces les agradecieron a mis amigos por la ayuda. 

Mi amigo me introduja a la musica electronica se llama techno. Techno es mi amor de me adolescencia. Viaja sobre el mundo para ir de fiestas con buena musica y cuando no tiene, no quiero ir. 

Pienso que amigos abran la puerta de nuevas oportunidades. Ellos ensenan que es importante, y ayudan cuando atravesando con tiempos dificiles. Un amigo puede confiar y puede contar con, Cuando le necesiata, no desaparecer. Vida sino amigos sera solo y triste. Tambien un amigo cerca es dificil de encontrar. Debe cuidar a su amigos y ayuda ellos cuando le necesitan. Ahora es muy tarde y me cansaran mucho. Estoy muy interesado en este proyecto y  quiero saber como mis escritos sonan comparados con mis companeros. Tambien no se como escritan accentos en el computadora. Ademas buena suerte y hasta luego.",,,,,,,,,,
